Date,Vehicle_Number,Previous_Node,Origin_Type,Vehicle_Size,Arrival_Time,Volume,Dock_Capacity,Required_Docks,Hour
2024-03-11,VH1555,GZBX->NCRU,Milkrun,24ft,06:22,1056,1000,2,6
2024-03-11,VH1556,PNQX->NCRU,Longhaul,32ft,13:42,7127,1000,8,13
2024-03-11,VH1557,NDLX->NCRU,Milkrun,24ft,15:08,828,1000,1,15
2024-03-11,VH1558,PNQX->NCRU,Longhaul,32ft,16:14,8967,1000,9,16
2024-03-11,VH1559,LKOX->NCRU,Longhaul,32ft,22:34,7932,1000,8,22
2024-03-11,VH1560,ROHX->NCRU,Milkrun,17ft,18:10,1118,1000,2,18
2024-03-11,VH1561,LJP->NCRU,Milkrun,14ft,13:51,1402,1000,2,13
2024-03-11,VH1562,PATX->NCRU,Longhaul,32ft,15:59,8376,1000,9,15
2024-03-11,VH1563,GZBX->NCRU,Milkrun,14ft,08:15,1321,1000,2,8
2024-03-11,VH1564,LJP->NCRU,Milkrun,14ft,00:12,912,1000,1,0
2024-03-11,VH1565,PATX->NCRU,Longhaul,32ft,11:50,8215,1000,9,11
2024-03-11,VH1566,PATX->NCRU,Longhaul,32ft,09:35,6136,1000,7,9
2024-03-11,VH1567,GZBX->NCRU,Milkrun,17ft,04:40,852,1000,1,4
2024-03-11,VH1568,KRL->NCRU,Milkrun,14ft,15:39,802,1000,1,15
2024-03-11,VH1569,PATX->NCRU,Longhaul,32ft,12:10,8490,1000,9,12
2024-03-11,VH1570,KRL->NCRU,Milkrun,14ft,13:05,1099,1000,2,13
2024-03-11,VH1571,BLRX->NCRU,Longhaul,32ft,15:29,6540,1000,7,15
2024-03-11,VH1572,LJP->NCRU,Milkrun,17ft,06:35,1013,1000,2,6
2024-03-11,VH1573,NDLX->NCRU,Milkrun,24ft,14:06,1264,1000,2,14
2024-03-11,VH1574,NDLX->NCRU,Milkrun,14ft,13:16,1094,1000,2,13
2024-03-11,VH1575,NDLX->NCRU,Milkrun,14ft,10:30,1028,1000,2,10
2024-03-11,VH1576,LKOX->NCRU,Longhaul,32ft,03:53,6452,1000,7,3
2024-03-11,VH1577,LJP->NCRU,Milkrun,14ft,18:50,1010,1000,2,18
2024-03-11,VH1578,HYDX->NCRU,Longhaul,32ft,06:12,5985,1000,6,6
2024-03-11,VH1579,LJP->NCRU,Milkrun,24ft,08:14,734,1000,1,8
2024-03-11,VH1580,NDLX->NCRU,Milkrun,17ft,15:00,763,1000,1,15
2024-03-11,VH1581,NDLX->NCRU,Milkrun,17ft,10:06,762,1000,1,10
2024-03-11,VH1582,KRL->NCRU,Milkrun,14ft,14:09,834,1000,1,14
2024-03-11,VH1583,KRL->NCRU,Milkrun,24ft,15:15,1460,1000,2,15
2024-03-11,VH1584,BLRX->NCRU,Longhaul,32ft,20:39,7675,1000,8,20
2024-03-11,VH1585,ROHX->NCRU,Milkrun,14ft,13:51,1219,1000,2,13
2024-03-11,VH1586,NDLX->NCRU,Milkrun,24ft,00:19,876,1000,1,0
2024-03-11,VH1587,NDLX->NCRU,Milkrun,24ft,06:57,823,1000,1,6
2024-03-11,VH1588,LKOX->NCRU,Longhaul,32ft,19:57,7448,1000,8,19
2024-03-11,VH1589,KRL->NCRU,Milkrun,24ft,18:55,1278,1000,2,18
2024-03-11,VH1590,LJP->NCRU,Milkrun,17ft,10:50,1167,1000,2,10
2024-03-11,VH1591,ROHX->NCRU,Milkrun,14ft,06:39,857,1000,1,6
2024-03-11,VH1592,MJAX->NCRU,Longhaul,32ft,18:34,8048,1000,9,18
2024-03-11,VH1593,LKOX->NCRU,Longhaul,32ft,15:21,7966,1000,8,15
2024-03-11,VH1594,MJAX->NCRU,Longhaul,32ft,10:06,8293,1000,9,10
2024-03-11,VH1595,MJAX->NCRU,Longhaul,32ft,15:51,6591,1000,7,15
2024-03-11,VH1596,GZBX->NCRU,Milkrun,17ft,12:28,789,1000,1,12
2024-03-11,VH1597,NDLX->NCRU,Milkrun,17ft,06:39,1226,1000,2,6
2024-03-11,VH1598,LJP->NCRU,Milkrun,17ft,18:23,1074,1000,2,18
2024-03-11,VH1599,LJP->NCRU,Milkrun,14ft,02:58,1100,1000,2,2
2024-03-11,VH1600,PATX->NCRU,Longhaul,32ft,09:28,7346,1000,8,9
2024-03-11,VH1601,BLRX->NCRU,Longhaul,32ft,12:52,7664,1000,8,12
2024-03-11,VH1602,MJAX->NCRU,Longhaul,32ft,03:18,6008,1000,7,3
2024-03-11,VH1603,KRL->NCRU,Milkrun,17ft,10:26,1094,1000,2,10
2024-03-11,VH1604,KRL->NCRU,Milkrun,17ft,15:48,841,1000,1,15
2024-03-11,VH1605,HYDX->NCRU,Longhaul,32ft,18:52,8722,1000,9,18
2024-03-11,VH1606,ROHX->NCRU,Milkrun,17ft,15:30,1454,1000,2,15
2024-03-11,VH1607,ROHX->NCRU,Milkrun,17ft,15:26,1396,1000,2,15
2024-03-11,VH1608,ROHX->NCRU,Milkrun,24ft,10:04,822,1000,1,10
2024-03-11,VH1609,ROHX->NCRU,Milkrun,17ft,15:51,1281,1000,2,15
2024-03-11,VH1610,LJP->NCRU,Milkrun,17ft,14:44,1277,1000,2,14
2024-03-11,VH1611,PNQX->NCRU,Longhaul,32ft,11:08,6589,1000,7,11
2024-03-11,VH1612,LJP->NCRU,Milkrun,14ft,15:55,1051,1000,2,15
2024-03-11,VH1613,GZBX->NCRU,Milkrun,17ft,23:10,779,1000,1,23
2024-03-11,VH1614,ROHX->NCRU,Milkrun,24ft,12:41,906,1000,1,12
2024-03-11,VH1615,LJP->NCRU,Milkrun,14ft,22:08,858,1000,1,22
2024-03-11,VH1616,KRL->NCRU,Milkrun,17ft,18:34,736,1000,1,18
2024-03-11,VH1617,BLRX->NCRU,Longhaul,32ft,14:56,6277,1000,7,14
2024-03-11,VH1618,PNQX->NCRU,Longhaul,32ft,23:24,9300,1000,10,23
2024-03-11,VH1619,PATX->NCRU,Longhaul,32ft,22:39,7183,1000,8,22
2024-03-11,VH1620,ROHX->NCRU,Milkrun,14ft,15:39,1446,1000,2,15
2024-03-11,VH1621,ROHX->NCRU,Milkrun,24ft,17:53,1269,1000,2,17
2024-03-11,VH1622,NDLX->NCRU,Milkrun,14ft,18:54,1302,1000,2,18
2024-03-11,VH1623,HYDX->NCRU,Longhaul,32ft,14:10,7799,1000,8,14
2024-03-11,VH1624,PATX->NCRU,Longhaul,32ft,15:31,8934,1000,9,15
2024-03-11,VH1625,BLRX->NCRU,Longhaul,32ft,03:40,5088,1000,6,3
2024-03-11,VH1626,LJP->NCRU,Milkrun,24ft,20:48,779,1000,1,20
2024-03-11,VH1627,PATX->NCRU,Longhaul,32ft,04:31,7325,1000,8,4
2024-03-11,VH1628,LJP->NCRU,Milkrun,17ft,17:03,1075,1000,2,17
2024-03-11,VH1629,KRL->NCRU,Milkrun,17ft,14:47,1438,1000,2,14
2024-03-11,VH1630,HYDX->NCRU,Longhaul,32ft,22:28,5741,1000,6,22
2024-03-11,VH1631,PNQX->NCRU,Longhaul,32ft,16:27,8753,1000,9,16
2024-03-11,VH1632,ROHX->NCRU,Milkrun,24ft,14:27,1370,1000,2,14
2024-03-11,VH1633,LJP->NCRU,Milkrun,14ft,10:48,1107,1000,2,10
2024-03-11,VH1634,LJP->NCRU,Milkrun,24ft,17:34,1233,1000,2,17
2024-03-11,VH1635,ROHX->NCRU,Milkrun,17ft,15:14,1066,1000,2,15
2024-03-11,VH1636,GZBX->NCRU,Milkrun,17ft,17:09,880,1000,1,17
2024-03-11,VH1637,GZBX->NCRU,Milkrun,14ft,02:34,871,1000,1,2
2024-03-11,VH1638,BLRX->NCRU,Longhaul,32ft,15:23,6411,1000,7,15
2024-03-11,VH1639,LJP->NCRU,Milkrun,14ft,20:50,1021,1000,2,20
2024-03-11,VH1640,LJP->NCRU,Milkrun,14ft,11:47,957,1000,1,11
2024-03-11,VH1641,LKOX->NCRU,Longhaul,32ft,23:22,5132,1000,6,23
2024-03-11,VH1642,ROHX->NCRU,Milkrun,17ft,10:13,1367,1000,2,10
2024-03-11,VH1643,HYDX->NCRU,Longhaul,32ft,11:39,6591,1000,7,11
2024-03-11,VH1644,LKOX->NCRU,Longhaul,32ft,17:00,6093,1000,7,17
2024-03-11,VH1645,LJP->NCRU,Milkrun,14ft,23:45,749,1000,1,23
2024-03-11,VH1646,LJP->NCRU,Milkrun,17ft,21:29,1271,1000,2,21
2024-03-11,VH1647,ROHX->NCRU,Milkrun,17ft,15:18,1045,1000,2,15
2024-03-11,VH1648,LJP->NCRU,Milkrun,17ft,20:06,1397,1000,2,20
2024-03-11,VH1649,LJP->NCRU,Milkrun,24ft,11:04,916,1000,1,11
2024-03-11,VH1650,NDLX->NCRU,Milkrun,14ft,15:33,1058,1000,2,15
2024-03-11,VH1651,PNQX->NCRU,Longhaul,32ft,02:48,7011,1000,8,2
2024-03-11,VH1652,KRL->NCRU,Milkrun,17ft,03:02,1393,1000,2,3
2024-03-11,VH1653,ROHX->NCRU,Milkrun,14ft,16:46,758,1000,1,16
2024-03-11,VH1654,LKOX->NCRU,Longhaul,32ft,14:17,6032,1000,7,14
2024-03-11,VH1655,MJAX->NCRU,Longhaul,32ft,01:52,8566,1000,9,1
2024-03-11,VH1656,KRL->NCRU,Milkrun,24ft,06:05,1348,1000,2,6
2024-03-11,VH1657,MJAX->NCRU,Longhaul,32ft,13:04,5960,1000,6,13
2024-03-11,VH1658,LJP->NCRU,Milkrun,14ft,13:16,1206,1000,2,13
2024-03-11,VH1659,KRL->NCRU,Milkrun,14ft,20:55,813,1000,1,20
2024-03-11,VH1660,GZBX->NCRU,Milkrun,24ft,15:15,871,1000,1,15
2024-03-11,VH1661,LKOX->NCRU,Longhaul,32ft,18:22,8042,1000,9,18
2024-03-11,VH1662,NDLX->NCRU,Milkrun,17ft,13:49,937,1000,1,13
2024-03-11,VH1663,NDLX->NCRU,Milkrun,14ft,15:54,999,1000,1,15
2024-03-11,VH1664,HYDX->NCRU,Longhaul,32ft,08:37,5064,1000,6,8
2024-03-11,VH1665,NDLX->NCRU,Milkrun,24ft,14:05,1175,1000,2,14
2024-03-11,VH1666,PNQX->NCRU,Longhaul,32ft,11:03,7664,1000,8,11
2024-03-11,VH1667,PNQX->NCRU,Longhaul,32ft,12:53,6742,1000,7,12
2024-03-11,VH1668,PNQX->NCRU,Longhaul,32ft,20:03,8755,1000,9,20
2024-03-11,VH1669,NDLX->NCRU,Milkrun,17ft,20:59,799,1000,1,20
2024-03-11,VH1670,GZBX->NCRU,Milkrun,14ft,11:34,1276,1000,2,11
2024-03-11,VH1671,BLRX->NCRU,Longhaul,32ft,18:52,7147,1000,8,18
2024-03-11,VH1672,LJP->NCRU,Milkrun,14ft,11:31,938,1000,1,11
2024-03-11,VH1673,BLRX->NCRU,Longhaul,32ft,22:25,9231,1000,10,22
2024-03-11,VH1674,GZBX->NCRU,Milkrun,17ft,12:55,961,1000,1,12
2024-03-11,VH1675,PNQX->NCRU,Longhaul,32ft,06:44,7812,1000,8,6
2024-03-11,VH1676,MJAX->NCRU,Longhaul,32ft,04:17,6594,1000,7,4
2024-03-11,VH1677,LKOX->NCRU,Longhaul,32ft,13:24,6764,1000,7,13
2024-03-11,VH1678,NDLX->NCRU,Milkrun,14ft,11:18,1398,1000,2,11
2024-03-11,VH1679,MJAX->NCRU,Longhaul,32ft,06:45,9310,1000,10,6
2024-03-11,VH1680,GZBX->NCRU,Milkrun,17ft,16:28,1268,1000,2,16
2024-03-11,VH1681,HYDX->NCRU,Longhaul,32ft,13:45,8699,1000,9,13
2024-03-11,VH1682,NDLX->NCRU,Milkrun,24ft,11:17,1264,1000,2,11
2024-03-11,VH1683,MJAX->NCRU,Longhaul,32ft,18:12,9178,1000,10,18
2024-03-11,VH1684,LKOX->NCRU,Longhaul,32ft,05:10,7380,1000,8,5
2024-03-11,VH1685,GZBX->NCRU,Milkrun,14ft,15:06,993,1000,1,15
2024-03-11,VH1686,LJP->NCRU,Milkrun,14ft,18:42,919,1000,1,18
2024-03-11,VH1687,HYDX->NCRU,Longhaul,32ft,09:24,6110,1000,7,9
2024-03-11,VH1688,HYDX->NCRU,Longhaul,32ft,20:05,7891,1000,8,20
2024-03-11,VH1689,ROHX->NCRU,Milkrun,24ft,14:56,708,1000,1,14
2024-03-11,VH1690,PNQX->NCRU,Longhaul,32ft,10:22,7839,1000,8,10
2024-03-11,VH1691,NDLX->NCRU,Milkrun,24ft,09:06,897,1000,1,9
2024-03-11,VH1692,PNQX->NCRU,Longhaul,32ft,05:06,7804,1000,8,5
2024-03-11,VH1693,ROHX->NCRU,Milkrun,17ft,12:01,1446,1000,2,12
2024-03-11,VH1694,ROHX->NCRU,Milkrun,14ft,15:10,1215,1000,2,15
2024-03-11,VH1695,LKOX->NCRU,Longhaul,32ft,15:06,6927,1000,7,15
2024-03-11,VH1696,LJP->NCRU,Milkrun,24ft,06:48,939,1000,1,6
2024-03-11,VH1697,KRL->NCRU,Milkrun,24ft,22:26,1081,1000,2,22
2024-03-11,VH1698,PATX->NCRU,Longhaul,32ft,13:08,8255,1000,9,13
2024-03-11,VH1699,PNQX->NCRU,Longhaul,32ft,07:51,7835,1000,8,7
2024-03-11,VH1700,PNQX->NCRU,Longhaul,32ft,06:13,7790,1000,8,6
2024-03-11,VH1701,BLRX->NCRU,Longhaul,32ft,16:07,6895,1000,7,16
2024-03-11,VH1702,PNQX->NCRU,Longhaul,32ft,15:43,5098,1000,6,15
2024-03-11,VH1703,ROHX->NCRU,Milkrun,17ft,01:18,1404,1000,2,1
2024-03-11,VH1704,GZBX->NCRU,Milkrun,17ft,00:33,824,1000,1,0
2024-03-11,VH1705,KRL->NCRU,Milkrun,24ft,15:57,1067,1000,2,15
2024-03-11,VH1706,ROHX->NCRU,Milkrun,24ft,23:25,1226,1000,2,23
2024-03-11,VH1707,GZBX->NCRU,Milkrun,24ft,15:27,1046,1000,2,15
2024-03-11,VH1708,GZBX->NCRU,Milkrun,24ft,13:46,1339,1000,2,13
2024-03-11,VH1709,NDLX->NCRU,Milkrun,24ft,18:55,942,1000,1,18
2024-03-11,VH1710,ROHX->NCRU,Milkrun,17ft,01:35,940,1000,1,1
2024-03-11,VH1711,KRL->NCRU,Milkrun,17ft,12:50,831,1000,1,12
2024-03-11,VH1712,HYDX->NCRU,Longhaul,32ft,18:49,9180,1000,10,18
2024-03-11,VH1713,MJAX->NCRU,Longhaul,32ft,08:49,5013,1000,6,8
2024-03-11,VH1714,KRL->NCRU,Milkrun,14ft,15:54,747,1000,1,15
2024-03-11,VH1715,GZBX->NCRU,Milkrun,24ft,22:55,832,1000,1,22
2024-03-11,VH1716,NDLX->NCRU,Milkrun,17ft,06:07,854,1000,1,6
2024-03-11,VH1717,ROHX->NCRU,Milkrun,24ft,12:11,803,1000,1,12
2024-03-11,VH1718,ROHX->NCRU,Milkrun,24ft,18:30,980,1000,1,18
2024-03-11,VH1719,KRL->NCRU,Milkrun,17ft,23:01,910,1000,1,23
2024-03-11,VH1720,NDLX->NCRU,Milkrun,17ft,18:06,1173,1000,2,18
2024-03-11,VH1721,LKOX->NCRU,Longhaul,32ft,11:51,7209,1000,8,11
2024-03-11,VH1722,NDLX->NCRU,Milkrun,24ft,11:34,1190,1000,2,11
2024-03-11,VH1723,GZBX->NCRU,Milkrun,14ft,17:45,1216,1000,2,17
2024-03-11,VH1724,HYDX->NCRU,Longhaul,32ft,02:28,8661,1000,9,2
2024-03-11,VH1725,NDLX->NCRU,Milkrun,17ft,17:14,799,1000,1,17
2024-03-11,VH1726,KRL->NCRU,Milkrun,17ft,11:58,734,1000,1,11
2024-03-11,VH1727,NDLX->NCRU,Milkrun,24ft,05:43,769,1000,1,5
2024-03-11,VH1728,BLRX->NCRU,Longhaul,32ft,05:14,7304,1000,8,5
2024-03-11,VH1729,GZBX->NCRU,Milkrun,24ft,14:46,963,1000,1,14
2024-03-11,VH1730,ROHX->NCRU,Milkrun,24ft,00:06,942,1000,1,0
2024-03-11,VH1731,ROHX->NCRU,Milkrun,24ft,06:58,1203,1000,2,6
2024-03-11,VH1732,NDLX->NCRU,Milkrun,17ft,21:45,1442,1000,2,21
2024-03-11,VH1733,NDLX->NCRU,Milkrun,17ft,20:00,831,1000,1,20
2024-03-11,VH1734,PNQX->NCRU,Longhaul,32ft,12:29,5728,1000,6,12
2024-03-11,VH1735,LJP->NCRU,Milkrun,14ft,18:05,1047,1000,2,18
2024-03-11,VH1736,NDLX->NCRU,Milkrun,14ft,02:26,1170,1000,2,2
2024-03-11,VH1737,LKOX->NCRU,Longhaul,32ft,10:34,6322,1000,7,10
2024-03-11,VH1738,NDLX->NCRU,Milkrun,14ft,23:08,1443,1000,2,23
2024-03-11,VH1739,NDLX->NCRU,Milkrun,14ft,01:39,740,1000,1,1
2024-03-11,VH1740,GZBX->NCRU,Milkrun,14ft,01:09,1376,1000,2,1
2024-03-11,VH1741,NDLX->NCRU,Milkrun,17ft,12:47,909,1000,1,12
2024-03-11,VH1742,KRL->NCRU,Milkrun,14ft,12:07,949,1000,1,12
2024-03-11,VH1743,HYDX->NCRU,Longhaul,32ft,21:35,6428,1000,7,21
2024-03-11,VH1744,LJP->NCRU,Milkrun,17ft,01:32,1297,1000,2,1
2024-03-11,VH1745,BLRX->NCRU,Longhaul,32ft,11:25,9052,1000,10,11
2024-03-11,VH1746,NDLX->NCRU,Milkrun,17ft,15:32,1119,1000,2,15
2024-03-11,VH1747,MJAX->NCRU,Longhaul,32ft,18:02,5347,1000,6,18
2024-03-11,VH1748,ROHX->NCRU,Milkrun,14ft,20:13,1168,1000,2,20
2024-03-11,VH1749,PATX->NCRU,Longhaul,32ft,09:10,9284,1000,10,9
2024-03-11,VH1750,GZBX->NCRU,Milkrun,17ft,03:41,1494,1000,2,3
2024-03-12,VH1751,KRL->NCRU,Milkrun,24ft,16:41,1448,1000,2,16
2024-03-12,VH1752,NDLX->NCRU,Milkrun,14ft,18:25,1482,1000,2,18
2024-03-12,VH1753,GZBX->NCRU,Milkrun,24ft,11:48,850,1000,1,11
2024-03-12,VH1754,PNQX->NCRU,Longhaul,32ft,22:01,8691,1000,9,22
2024-03-12,VH1755,NDLX->NCRU,Milkrun,17ft,15:55,722,1000,1,15
2024-03-12,VH1756,PATX->NCRU,Longhaul,32ft,18:20,7342,1000,8,18
2024-03-12,VH1757,LJP->NCRU,Milkrun,14ft,11:42,1112,1000,2,11
2024-03-12,VH1758,LJP->NCRU,Milkrun,14ft,01:00,912,1000,1,1
2024-03-12,VH1759,GZBX->NCRU,Milkrun,24ft,21:07,1497,1000,2,21
2024-03-12,VH1760,PNQX->NCRU,Longhaul,32ft,20:23,6748,1000,7,20
2024-03-12,VH1761,GZBX->NCRU,Milkrun,24ft,19:21,1130,1000,2,19
2024-03-12,VH1762,HYDX->NCRU,Longhaul,32ft,03:04,5678,1000,6,3
2024-03-12,VH1763,GZBX->NCRU,Milkrun,14ft,05:26,807,1000,1,5
2024-03-12,VH1764,PNQX->NCRU,Longhaul,32ft,12:50,9358,1000,10,12
2024-03-12,VH1765,KRL->NCRU,Milkrun,14ft,12:22,758,1000,1,12
2024-03-12,VH1766,PNQX->NCRU,Longhaul,32ft,06:19,5862,1000,6,6
2024-03-12,VH1767,LJP->NCRU,Milkrun,14ft,06:30,1387,1000,2,6
2024-03-12,VH1768,NDLX->NCRU,Milkrun,17ft,17:10,1201,1000,2,17
2024-03-12,VH1769,KRL->NCRU,Milkrun,17ft,10:34,1317,1000,2,10
2024-03-12,VH1770,LJP->NCRU,Milkrun,14ft,06:55,868,1000,1,6
2024-03-12,VH1771,BLRX->NCRU,Longhaul,32ft,16:33,6644,1000,7,16
2024-03-12,VH1772,LJP->NCRU,Milkrun,24ft,13:51,1283,1000,2,13
2024-03-12,VH1773,MJAX->NCRU,Longhaul,32ft,11:38,8483,1000,9,11
2024-03-12,VH1774,GZBX->NCRU,Milkrun,14ft,13:06,1205,1000,2,13
2024-03-12,VH1775,KRL->NCRU,Milkrun,24ft,13:48,1181,1000,2,13
2024-03-12,VH1776,KRL->NCRU,Milkrun,24ft,18:27,1383,1000,2,18
2024-03-12,VH1777,LJP->NCRU,Milkrun,14ft,15:04,1296,1000,2,15
2024-03-12,VH1778,GZBX->NCRU,Milkrun,24ft,05:56,927,1000,1,5
2024-03-12,VH1779,GZBX->NCRU,Milkrun,17ft,10:26,884,1000,1,10
2024-03-12,VH1780,KRL->NCRU,Milkrun,14ft,03:29,1123,1000,2,3
2024-03-12,VH1781,PNQX->NCRU,Longhaul,32ft,11:45,9007,1000,10,11
2024-03-12,VH1782,KRL->NCRU,Milkrun,14ft,16:08,1311,1000,2,16
2024-03-12,VH1783,KRL->NCRU,Milkrun,17ft,07:29,1243,1000,2,7
2024-03-12,VH1784,KRL->NCRU,Milkrun,17ft,17:07,812,1000,1,17
2024-03-12,VH1785,KRL->NCRU,Milkrun,24ft,12:27,851,1000,1,12
2024-03-12,VH1786,HYDX->NCRU,Longhaul,32ft,16:45,7491,1000,8,16
2024-03-12,VH1787,MJAX->NCRU,Longhaul,32ft,11:18,8926,1000,9,11
2024-03-12,VH1788,LJP->NCRU,Milkrun,14ft,00:24,1027,1000,2,0
2024-03-12,VH1789,HYDX->NCRU,Longhaul,32ft,12:48,5361,1000,6,12
2024-03-12,VH1790,KRL->NCRU,Milkrun,24ft,13:51,1376,1000,2,13
2024-03-12,VH1791,LKOX->NCRU,Longhaul,32ft,06:28,7853,1000,8,6
2024-03-12,VH1792,MJAX->NCRU,Longhaul,32ft,16:01,8312,1000,9,16
2024-03-12,VH1793,BLRX->NCRU,Longhaul,32ft,14:16,8488,1000,9,14
2024-03-12,VH1794,KRL->NCRU,Milkrun,14ft,18:46,1198,1000,2,18
2024-03-12,VH1795,NDLX->NCRU,Milkrun,24ft,12:02,1472,1000,2,12
2024-03-12,VH1796,MJAX->NCRU,Longhaul,32ft,02:54,7561,1000,8,2
2024-03-12,VH1797,KRL->NCRU,Milkrun,17ft,12:43,823,1000,1,12
2024-03-12,VH1798,LKOX->NCRU,Longhaul,32ft,15:02,5916,1000,6,15
2024-03-12,VH1799,ROHX->NCRU,Milkrun,17ft,11:54,881,1000,1,11
2024-03-12,VH1800,KRL->NCRU,Milkrun,24ft,14:07,1371,1000,2,14
2024-03-12,VH1801,GZBX->NCRU,Milkrun,14ft,20:51,1073,1000,2,20
2024-03-12,VH1802,PNQX->NCRU,Longhaul,32ft,13:45,7376,1000,8,13
2024-03-12,VH1803,MJAX->NCRU,Longhaul,32ft,17:43,9040,1000,10,17
2024-03-12,VH1804,PNQX->NCRU,Longhaul,32ft,16:27,5401,1000,6,16
2024-03-12,VH1805,HYDX->NCRU,Longhaul,32ft,10:10,7510,1000,8,10
2024-03-12,VH1806,KRL->NCRU,Milkrun,24ft,16:36,798,1000,1,16
2024-03-12,VH1807,PATX->NCRU,Longhaul,32ft,11:18,5700,1000,6,11
2024-03-12,VH1808,LJP->NCRU,Milkrun,24ft,13:59,1124,1000,2,13
2024-03-12,VH1809,LJP->NCRU,Milkrun,17ft,18:20,1051,1000,2,18
2024-03-12,VH1810,LJP->NCRU,Milkrun,17ft,11:17,1195,1000,2,11
2024-03-12,VH1811,PATX->NCRU,Longhaul,32ft,23:40,5505,1000,6,23
2024-03-12,VH1812,KRL->NCRU,Milkrun,24ft,15:14,886,1000,1,15
2024-03-12,VH1813,GZBX->NCRU,Milkrun,14ft,11:06,814,1000,1,11
2024-03-12,VH1814,LKOX->NCRU,Longhaul,32ft,11:48,7786,1000,8,11
2024-03-12,VH1815,HYDX->NCRU,Longhaul,32ft,13:27,6738,1000,7,13
2024-03-12,VH1816,NDLX->NCRU,Milkrun,17ft,08:33,1357,1000,2,8
2024-03-12,VH1817,NDLX->NCRU,Milkrun,14ft,18:51,792,1000,1,18
2024-03-12,VH1818,PATX->NCRU,Longhaul,32ft,15:47,9249,1000,10,15
2024-03-12,VH1819,HYDX->NCRU,Longhaul,32ft,13:06,6015,1000,7,13
2024-03-12,VH1820,GZBX->NCRU,Milkrun,14ft,01:03,728,1000,1,1
2024-03-12,VH1821,GZBX->NCRU,Milkrun,14ft,11:00,792,1000,1,11
2024-03-12,VH1822,ROHX->NCRU,Milkrun,17ft,03:28,1363,1000,2,3
2024-03-12,VH1823,BLRX->NCRU,Longhaul,32ft,15:25,9479,1000,10,15
2024-03-12,VH1824,NDLX->NCRU,Milkrun,17ft,09:07,1437,1000,2,9
2024-03-12,VH1825,NDLX->NCRU,Milkrun,17ft,08:21,785,1000,1,8
2024-03-12,VH1826,LJP->NCRU,Milkrun,24ft,12:22,1357,1000,2,12
2024-03-12,VH1827,ROHX->NCRU,Milkrun,24ft,11:09,1254,1000,2,11
2024-03-12,VH1828,MJAX->NCRU,Longhaul,32ft,20:05,6155,1000,7,20
2024-03-12,VH1829,GZBX->NCRU,Milkrun,14ft,23:03,1035,1000,2,23
2024-03-12,VH1830,LKOX->NCRU,Longhaul,32ft,12:20,7503,1000,8,12
2024-03-12,VH1831,PNQX->NCRU,Longhaul,32ft,12:15,9402,1000,10,12
2024-03-12,VH1832,KRL->NCRU,Milkrun,24ft,06:43,916,1000,1,6
2024-03-12,VH1833,GZBX->NCRU,Milkrun,17ft,08:54,1057,1000,2,8
2024-03-12,VH1834,ROHX->NCRU,Milkrun,24ft,11:33,1072,1000,2,11
2024-03-12,VH1835,GZBX->NCRU,Milkrun,14ft,11:53,1473,1000,2,11
2024-03-12,VH1836,NDLX->NCRU,Milkrun,14ft,04:35,1325,1000,2,4
2024-03-12,VH1837,ROHX->NCRU,Milkrun,24ft,16:40,962,1000,1,16
2024-03-12,VH1838,ROHX->NCRU,Milkrun,24ft,10:09,740,1000,1,10
2024-03-12,VH1839,NDLX->NCRU,Milkrun,14ft,22:46,1107,1000,2,22
2024-03-12,VH1840,ROHX->NCRU,Milkrun,24ft,16:59,819,1000,1,16
2024-03-12,VH1841,PNQX->NCRU,Longhaul,32ft,22:30,7268,1000,8,22
2024-03-12,VH1842,ROHX->NCRU,Milkrun,14ft,18:15,1383,1000,2,18
2024-03-12,VH1843,GZBX->NCRU,Milkrun,14ft,08:07,1106,1000,2,8
2024-03-12,VH1844,GZBX->NCRU,Milkrun,17ft,17:58,1006,1000,2,17
2024-03-12,VH1845,ROHX->NCRU,Milkrun,24ft,12:56,747,1000,1,12
2024-03-12,VH1846,GZBX->NCRU,Milkrun,17ft,18:13,1177,1000,2,18
2024-03-12,VH1847,MJAX->NCRU,Longhaul,32ft,12:14,5619,1000,6,12
2024-03-12,VH1848,PNQX->NCRU,Longhaul,32ft,13:14,7271,1000,8,13
2024-03-12,VH1849,ROHX->NCRU,Milkrun,17ft,13:36,752,1000,1,13
2024-03-12,VH1850,LJP->NCRU,Milkrun,14ft,06:27,1243,1000,2,6
2024-03-12,VH1851,GZBX->NCRU,Milkrun,17ft,23:26,1179,1000,2,23
2024-03-12,VH1852,HYDX->NCRU,Longhaul,32ft,13:47,9336,1000,10,13
2024-03-12,VH1853,LJP->NCRU,Milkrun,24ft,03:19,924,1000,1,3
2024-03-12,VH1854,KRL->NCRU,Milkrun,14ft,07:07,1379,1000,2,7
2024-03-12,VH1855,BLRX->NCRU,Longhaul,32ft,00:18,8182,1000,9,0
2024-03-12,VH1856,GZBX->NCRU,Milkrun,17ft,06:13,1322,1000,2,6
2024-03-12,VH1857,LJP->NCRU,Milkrun,14ft,13:57,1188,1000,2,13
2024-03-12,VH1858,LKOX->NCRU,Longhaul,32ft,14:04,5723,1000,6,14
2024-03-12,VH1859,KRL->NCRU,Milkrun,17ft,14:05,756,1000,1,14
2024-03-12,VH1860,LJP->NCRU,Milkrun,24ft,16:50,746,1000,1,16
